Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Sex,JobLevel,JobRole,MaritalStatus,MonthlyIncome,Over18,OverTime,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
35,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,1,Laboratory Technician,Divorced,2074,Y,Yes,1,2,1,0,0,0
53,Travel_Rarely,Research & Development,2,5,Technical Degree,Female,3,Manufacturing Director,Married,10169,Y,No,34,4,33,7,1,9
38,Travel_Rarely,Research & Development,2,3,Medical,Male,2,Manufacturing Director,Married,4855,Y,No,7,2,5,2,1,4
32,Non-Travel,Research & Development,1,4,Technical Degree,Male,2,Research Scientist,Married,4087,Y,No,9,3,6,5,1,2
48,Travel_Rarely,Research & Development,15,4,Other,Female,1,Research Scientist,Married,2367,Y,No,10,3,8,2,7,6
34,Travel_Rarely,Research & Development,7,4,Medical,Male,1,Research Scientist,Single,2972,Y,No,1,4,1,0,0,0
55,Travel_Rarely,Sales,26,5,Marketing,Male,5,Manager,Married,19586,Y,No,36,3,36,6,2,13
34,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,Research Scientist,Married,5484,Y,No,9,3,2,2,2,1
26,Travel_Rarely,Research & Development,3,3,Life Sciences,Female,1,Research Scientist,Married,2061,Y,No,1,5,1,0,0,0
38,Travel_Rarely,Sales,14,3,Life Sciences,Male,2,Sales Executive,Married,9924,Y,No,10,3,9,8,7,7
38,Travel_Rarely,Sales,16,3,Life Sciences,Female,2,Sales Executive,Single,4198,Y,No,8,5,3,2,1,2
36,Travel_Rarely,Sales,1,4,Life Sciences,Female,2,Sales Executive,Single,6815,Y,No,15,5,1,0,0,0
29,Travel_Rarely,Research & Development,3,1,Medical,Male,1,Laboratory Technician,Single,4723,Y,Yes,10,3,10,9,1,5
35,Travel_Rarely,Research & Development,10,4,Medical,Female,2,Healthcare Representative,Single,6142,Y,Yes,10,4,5,2,0,4
39,Travel_Rarely,Sales,6,3,Medical,Male,3,Sales Executive,Married,8237,Y,No,11,3,7,6,7,6
29,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,2,Healthcare Representative,Divorced,8853,Y,No,6,0,6,4,1,3
50,Travel_Rarely,Sales,9,3,Marketing,Male,5,Manager,Married,19331,Y,Yes,27,2,1,0,0,0
23,Travel_Rarely,Research & Development,10,3,Technical Degree,Male,1,Research Scientist,Married,2073,Y,No,4,2,2,2,2,2
36,Travel_Frequently,Research & Development,6,4,Life Sciences,Male,2,Laboratory Technician,Married,5562,Y,Yes,9,3,3,2,0,2
42,Travel_Rarely,Research & Development,9,2,Other,Male,5,Manager,Single,19613,Y,No,24,2,1,0,0,1
35,Travel_Rarely,Research & Development,28,3,Life Sciences,Male,2,Laboratory Technician,Married,3407,Y,No,10,3,10,9,6,8
34,Travel_Frequently,Research & Development,10,4,Technical Degree,Male,2,Healthcare Representative,Married,5063,Y,No,8,3,8,2,7,7
40,Travel_Rarely,Sales,14,2,Life Sciences,Female,2,Sales Executive,Married,4639,Y,No,5,2,5,4,1,2
43,Travel_Rarely,Research & Development,27,3,Technical Degree,Male,1,Laboratory Technician,Divorced,4876,Y,No,8,0,6,4,0,2
35,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,1,Laboratory Technician,Married,2690,Y,No,1,5,1,0,0,1
46,Travel_Rarely,Sales,1,4,Life Sciences,Male,4,Manager,Single,17567,Y,No,27,5,26,0,0,12
28,Travel_Rarely,Research & Development,24,3,Medical,Male,1,Laboratory Technician,Married,2408,Y,Yes,1,3,1,1,0,0
22,Non-Travel,Research & Development,26,2,Other,Female,1,Research Scientist,Married,2814,Y,Yes,4,2,4,2,1,3
50,Travel_Frequently,Research & Development,20,5,Medical,Male,4,Healthcare Representative,Married,11245,Y,Yes,32,3,30,8,12,13
32,Travel_Rarely,Research & Development,5,4,Other,Female,1,Research Scientist,Married,3312,Y,No,6,3,3,2,0,2
44,Travel_Rarely,Research & Development,7,3,Medical,Female,5,Research Director,Divorced,19049,Y,Yes,23,4,22,7,1,10
30,Travel_Rarely,Research & Development,7,3,Medical,Male,1,Research Scientist,Married,2141,Y,No,6,3,6,4,1,1
45,Travel_Rarely,Research & Development,5,5,Medical,Female,2,Laboratory Technician,Single,5769,Y,Yes,10,3,10,7,1,4
45,Non-Travel,Sales,26,3,Marketing,Male,2,Sales Executive,Married,4385,Y,No,10,2,10,7,4,5
31,Travel_Frequently,Sales,2,4,Other,Male,2,Sales Executive,Single,5332,Y,No,10,3,5,2,0,3
36,Travel_Rarely,Research & Development,12,4,Life Sciences,Female,2,Manufacturing Director,Married,4663,Y,Yes,7,2,3,2,1,1
34,Travel_Frequently,Research & Development,10,4,Life Sciences,Male,2,Manufacturing Director,Divorced,4724,Y,No,9,3,9,7,7,2
49,Travel_Rarely,Research & Development,25,4,Life Sciences,Female,1,Laboratory Technician,Married,3211,Y,No,10,3,9,6,1,4
39,Travel_Rarely,Research & Development,10,5,Medical,Male,2,Manufacturing Director,Married,5377,Y,No,10,3,7,7,7,7
27,Travel_Rarely,Research & Development,19,3,Other,Male,1,Laboratory Technician,Divorced,4066,Y,No,7,3,7,7,0,7
35,Travel_Rarely,Research & Development,18,5,Life Sciences,Male,2,Research Scientist,Married,5208,Y,No,16,2,16,15,1,10
28,Travel_Rarely,Research & Development,27,3,Medical,Female,2,Manufacturing Director,Divorced,4877,Y,No,6,5,5,3,0,0
21,Travel_Rarely,Research & Development,5,1,Medical,Male,1,Research Scientist,Single,3117,Y,No,3,2,2,2,2,2
18,Travel_Frequently,Sales,3,2,Medical,Female,1,Sales Representative,Single,1569,Y,Yes,0,2,0,0,0,0
47,Travel_Rarely,Human Resources,26,4,Life Sciences,Female,5,Manager,Married,19658,Y,No,27,2,5,2,1,0
39,Travel_Rarely,Research & Development,3,2,Medical,Male,2,Laboratory Technician,Divorced,3069,Y,No,11,3,10,8,0,7
40,Travel_Rarely,Research & Development,15,3,Life Sciences,Female,3,Manufacturing Director,Married,10435,Y,No,18,2,18,15,14,12
35,Non-Travel,Research & Development,8,4,Life Sciences,Female,2,Healthcare Representative,Married,4148,Y,No,15,5,14,11,2,9
37,Travel_Rarely,Research & Development,19,3,Life Sciences,Male,2,Manufacturing Director,Married,5768,Y,No,9,2,4,3,0,2
39,Travel_Frequently,Research & Development,4,3,Medical,Female,2,Manufacturing Director,Single,5042,Y,No,10,2,9,2,3,8
45,Travel_Rarely,Research & Development,2,2,Other,Female,2,Manufacturing Director,Divorced,5770,Y,No,10,3,10,7,3,9
38,Travel_Rarely,Research & Development,2,2,Medical,Female,3,Manufacturing Director,Married,7756,Y,Yes,10,6,5,4,0,2
35,Travel_Rarely,Sales,10,3,Medical,Male,3,Sales Executive,Married,10306,Y,No,15,3,13,12,6,0
37,Travel_Rarely,Research & Development,10,3,Medical,Female,1,Research Scientist,Married,3936,Y,No,8,2,8,4,7,7
40,Travel_Rarely,Research & Development,16,3,Life Sciences,Female,3,Manufacturing Director,Single,7945,Y,Yes,18,2,4,2,3,3
44,Travel_Frequently,Human Resources,1,5,Human Resources,Male,2,Human Resources,Married,5743,Y,Yes,14,3,10,7,0,2
48,Travel_Frequently,Research & Development,4,5,Medical,Male,4,Manager,Married,15202,Y,No,23,3,2,2,2,2
35,Travel_Rarely,Sales,15,2,Medical,Male,2,Sales Executive,Divorced,5440,Y,Yes,7,2,2,2,2,2
24,Travel_Frequently,Research & Development,2,1,Technical Degree,Female,1,Research Scientist,Single,3760,Y,Yes,6,2,6,3,1,3
27,Travel_Rarely,Research & Development,8,3,Medical,Female,1,Research Scientist,Married,3517,Y,No,5,0,3,2,0,2
27,Travel_Frequently,Research & Development,2,3,Medical,Male,1,Research Scientist,Single,2580,Y,No,6,0,4,2,1,2
40,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,1,Laboratory Technician,Single,2166,Y,Yes,10,3,4,2,0,3
29,Travel_Rarely,Sales,10,3,Medical,Male,2,Sales Executive,Single,5869,Y,No,8,2,5,2,1,4
36,Travel_Rarely,Research & Development,5,4,Life Sciences,Female,3,Healthcare Representative,Married,8008,Y,No,9,6,3,2,0,2
25,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,2,Manufacturing Director,Divorced,5206,Y,No,7,6,7,7,0,7
39,Travel_Rarely,Research & Development,12,3,Medical,Male,2,Manufacturing Director,Married,5295,Y,No,7,3,5,4,1,0
49,Travel_Rarely,Research & Development,22,4,Other,Female,4,Research Director,Married,16413,Y,No,27,2,4,2,1,2
50,Travel_Rarely,Research & Development,17,5,Life Sciences,Female,3,Research Director,Divorced,13269,Y,No,19,3,14,11,1,11
20,Travel_Rarely,Sales,2,3,Medical,Female,1,Sales Representative,Single,2783,Y,No,2,3,2,2,2,2
34,Travel_Rarely,Research & Development,3,3,Life Sciences,Female,2,Research Scientist,Divorced,5433,Y,No,11,2,11,8,7,9
36,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,1,Laboratory Technician,Single,2013,Y,No,15,4,4,3,1,3
49,Travel_Rarely,Research & Development,6,1,Life Sciences,Female,4,Healthcare Representative,Married,13966,Y,Yes,30,3,15,11,2,12
36,Non-Travel,Research & Development,1,4,Medical,Female,2,Manufacturing Director,Married,4374,Y,No,4,6,3,2,1,2
36,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,2,Healthcare Representative,Divorced,6842,Y,No,13,3,5,4,0,4
54,Travel_Rarely,Research & Development,22,5,Medical,Female,4,Manager,Married,17426,Y,No,36,6,10,8,4,7
43,Travel_Rarely,Research & Development,15,2,Life Sciences,Male,4,Research Director,Married,17603,Y,No,14,3,14,10,6,11
35,Travel_Frequently,Sales,12,4,Other,Male,2,Sales Executive,Single,4581,Y,Yes,13,2,11,9,6,7
38,Travel_Frequently,Research & Development,1,3,Life Sciences,Male,2,Research Scientist,Married,4735,Y,No,19,4,13,11,2,9
29,Travel_Rarely,Sales,5,3,Medical,Male,2,Sales Executive,Divorced,4187,Y,Yes,10,3,10,0,0,9
33,Travel_Rarely,Sales,2,4,Medical,Male,2,Sales Executive,Divorced,5505,Y,No,6,5,6,2,0,4
32,Travel_Rarely,Research & Development,2,3,Medical,Male,2,Research Scientist,Divorced,5470,Y,No,10,4,9,5,1,6
31,Travel_Rarely,Sales,5,4,Life Sciences,Female,2,Sales Executive,Married,5476,Y,No,10,2,10,0,0,2
49,Travel_Rarely,Research & Development,16,3,Medical,Female,1,Laboratory Technician,Divorced,2587,Y,Yes,17,2,2,2,2,2
38,Travel_Frequently,Research & Development,2,3,Medical,Female,1,Laboratory Technician,Single,2440,Y,No,4,3,4,3,3,3
47,Travel_Rarely,Sales,2,4,Life Sciences,Female,4,Manager,Divorced,15972,Y,No,29,2,3,2,1,2
49,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,4,Manager,Single,15379,Y,No,23,2,8,7,0,0
41,Travel_Rarely,Sales,23,2,Life Sciences,Male,3,Sales Executive,Single,7082,Y,Yes,21,2,2,0,0,2
20,Travel_Rarely,Sales,9,1,Life Sciences,Male,1,Sales Representative,Single,2728,Y,No,2,3,2,2,0,2
33,Non-Travel,Sales,16,3,Life Sciences,Female,2,Sales Executive,Divorced,5368,Y,Yes,7,2,6,5,1,2
36,Travel_Rarely,Research & Development,26,4,Life Sciences,Male,2,Healthcare Representative,Married,5347,Y,No,10,2,3,2,0,2
44,Travel_Rarely,Human Resources,1,3,Life Sciences,Female,1,Human Resources,Divorced,3195,Y,Yes,8,2,2,2,2,2
23,Travel_Rarely,Research & Development,8,1,Medical,Male,1,Laboratory Technician,Single,3989,Y,Yes,5,2,5,4,1,2
38,Travel_Rarely,Research & Development,4,2,Medical,Female,1,Laboratory Technician,Married,3306,Y,No,7,5,0,0,0,0
53,Travel_Rarely,Research & Development,24,4,Medical,Male,3,Healthcare Representative,Married,7005,Y,No,11,2,4,3,1,2
48,Travel_Frequently,Sales,7,2,Medical,Female,1,Sales Representative,Married,2655,Y,Yes,19,3,9,7,7,7
32,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,1,Laboratory Technician,Single,1393,Y,No,1,2,1,0,0,0
26,Non-Travel,Research & Development,7,3,Medical,Male,1,Laboratory Technician,Single,2570,Y,No,7,5,7,7,5,7
55,Travel_Rarely,Research & Development,22,3,Technical Degree,Male,1,Research Scientist,Divorced,3537,Y,No,8,1,4,2,1,2
34,Travel_Rarely,Research & Development,5,2,Medical,Male,2,Laboratory Technician,Married,3986,Y,No,15,3,15,10,4,13
60,Travel_Rarely,Research & Development,1,4,Medical,Male,3,Healthcare Representative,Divorced,10883,Y,No,19,2,1,0,0,0
33,Travel_Rarely,Research & Development,21,3,Medical,Male,1,Laboratory Technician,Married,2028,Y,No,14,6,14,11,2,13
37,Travel_Frequently,Sales,1,4,Medical,Male,2,Sales Executive,Divorced,9525,Y,No,6,2,6,3,1,3
34,Travel_Rarely,Research & Development,19,3,Life Sciences,Female,1,Research Scientist,Married,2929,Y,No,10,3,10,9,8,7
23,Travel_Rarely,Sales,7,3,Life Sciences,Male,1,Sales Representative,Divorced,2275,Y,Yes,3,2,3,2,0,2
44,Travel_Rarely,Research & Development,2,3,Life Sciences,Female,3,Healthcare Representative,Married,7879,Y,Yes,9,2,8,7,6,7
35,Travel_Frequently,Research & Development,2,4,Medical,Male,1,Research Scientist,Single,4930,Y,Yes,6,2,5,4,1,4
43,Travel_Rarely,Sales,2,3,Medical,Male,2,Sales Executive,Married,7847,Y,Yes,10,3,10,9,8,8
24,Travel_Rarely,Research & Development,9,3,Medical,Male,1,Research Scientist,Married,4401,Y,No,5,1,5,3,0,4
41,Travel_Rarely,Sales,6,3,Marketing,Male,3,Sales Executive,Single,9241,Y,No,10,3,10,8,8,7
29,Travel_Rarely,Research & Development,9,4,Medical,Female,1,Laboratory Technician,Married,2974,Y,No,9,2,5,3,1,2
36,Travel_Rarely,Sales,2,4,Life Sciences,Female,2,Sales Representative,Single,4502,Y,No,17,2,13,7,6,7
45,Non-Travel,Research & Development,1,1,Life Sciences,Male,3,Healthcare Representative,Married,10748,Y,No,25,3,23,15,14,4
24,Travel_Rarely,Human Resources,22,1,Human Resources,Male,1,Human Resources,Married,1555,Y,No,1,2,1,0,0,0
47,Travel_Frequently,Sales,9,3,Life Sciences,Male,4,Sales Executive,Married,12936,Y,No,25,3,23,5,14,10
26,Travel_Rarely,Research & Development,17,4,Medical,Male,1,Laboratory Technician,Married,2305,Y,No,3,3,3,2,0,2
45,Travel_Rarely,Research & Development,28,2,Technical Degree,Female,4,Research Director,Single,16704,Y,No,21,2,21,6,8,6
32,Travel_Frequently,Research & Development,10,3,Life Sciences,Male,1,Research Scientist,Married,3433,Y,No,10,3,5,2,1,3
31,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,1,Laboratory Technician,Married,3477,Y,No,6,2,5,2,0,3
41,Non-Travel,Human Resources,4,3,Human Resources,Male,2,Human Resources,Married,6430,Y,No,10,4,3,2,1,2
40,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,2,Manufacturing Director,Married,6516,Y,Yes,18,3,1,0,0,0
24,Travel_Rarely,Research & Development,29,1,Medical,Male,1,Laboratory Technician,Divorced,3907,Y,No,6,2,6,2,1,2
46,Travel_Rarely,Research & Development,13,4,Life Sciences,Male,2,Healthcare Representative,Single,5562,Y,No,19,3,10,7,0,9
35,Travel_Rarely,Research & Development,27,4,Life Sciences,Male,2,Manufacturing Director,Married,6883,Y,No,17,3,7,7,0,7
30,Travel_Rarely,Research & Development,16,1,Life Sciences,Male,1,Research Scientist,Married,2862,Y,No,10,2,10,0,0,8
47,Non-Travel,Sales,2,4,Marketing,Male,2,Sales Executive,Married,4978,Y,No,4,3,1,0,0,0
46,Travel_Rarely,Sales,2,3,Life Sciences,Male,3,Sales Executive,Divorced,10368,Y,Yes,13,5,10,6,0,3
36,Travel_Rarely,Sales,13,5,Marketing,Male,2,Sales Executive,Divorced,6134,Y,Yes,16,3,2,2,2,2
32,Travel_Rarely,Sales,1,2,Life Sciences,Male,2,Sales Executive,Single,6735,Y,No,10,2,0,0,0,0
23,Travel_Rarely,Research & Development,4,1,Medical,Female,1,Laboratory Technician,Single,3295,Y,No,3,3,3,2,1,2
31,Travel_Frequently,Research & Development,24,1,Technical Degree,Female,2,Manufacturing Director,Single,5238,Y,No,9,3,5,4,1,4
39,Non-Travel,Research & Development,1,3,Life Sciences,Male,2,Laboratory Technician,Married,6472,Y,Yes,9,2,9,8,5,8
32,Travel_Rarely,Sales,19,3,Life Sciences,Male,3,Sales Executive,Married,9610,Y,No,10,2,4,3,0,2
40,Travel_Rarely,Sales,7,4,Medical,Male,5,Manager,Single,19833,Y,No,21,3,21,8,12,8
45,Travel_Rarely,Human Resources,4,3,Life Sciences,Female,3,Human Resources,Married,9756,Y,No,9,2,5,0,0,3
30,Travel_Frequently,Research & Development,2,4,Technical Degree,Female,1,Research Scientist,Single,4968,Y,No,10,2,9,7,0,7
24,Travel_Frequently,Human Resources,10,3,Medical,Male,1,Human Resources,Married,2145,Y,No,3,2,2,2,2,1
30,Travel_Frequently,Human Resources,8,3,Human Resources,Female,1,Human Resources,Divorced,2180,Y,No,6,0,4,2,1,2
31,Travel_Rarely,Sales,5,3,Technical Degree,Male,2,Sales Executive,Married,8346,Y,No,6,3,5,2,0,2
27,Travel_Rarely,Research & Development,8,3,Medical,Female,1,Research Scientist,Single,3445,Y,No,6,5,6,2,1,4
29,Travel_Rarely,Sales,9,3,Marketing,Female,1,Sales Representative,Single,2760,Y,No,2,3,2,2,2,2
29,Travel_Frequently,Research & Development,1,3,Life Sciences,Male,2,Healthcare Representative,Single,6294,Y,Yes,10,5,3,2,0,2
30,Travel_Rarely,Sales,15,2,Marketing,Male,3,Sales Executive,Divorced,7140,Y,No,12,2,7,7,1,7
34,Travel_Rarely,Research & Development,2,4,Medical,Male,1,Research Scientist,Married,2932,Y,Yes,6,3,5,0,1,2
33,Non-Travel,Sales,2,3,Marketing,Female,2,Sales Executive,Single,5147,Y,No,13,2,11,7,1,7
49,Travel_Rarely,Sales,11,4,Marketing,Female,2,Sales Executive,Single,4507,Y,No,8,1,5,1,0,4
33,Travel_Rarely,Sales,16,3,Life Sciences,Female,3,Sales Executive,Single,8564,Y,Yes,11,2,0,0,0,0
38,Travel_Frequently,Research & Development,2,2,Medical,Female,1,Laboratory Technician,Married,2468,Y,No,9,4,6,1,0,5
31,Travel_Rarely,Sales,16,4,Marketing,Male,3,Sales Executive,Married,8161,Y,No,10,2,1,0,0,0
29,Travel_Rarely,Research & Development,4,3,Technical Degree,Female,1,Research Scientist,Divorced,2109,Y,No,1,2,1,0,0,0
30,Travel_Rarely,Research & Development,16,3,Life Sciences,Male,2,Healthcare Representative,Married,5294,Y,No,10,3,7,0,1,7
32,Non-Travel,Research & Development,5,4,Technical Degree,Male,1,Research Scientist,Single,2718,Y,No,12,3,7,7,0,7
38,Travel_Rarely,Research & Development,18,3,Medical,Male,2,Healthcare Representative,Married,5811,Y,Yes,15,2,1,0,1,0
43,Travel_Frequently,Research & Development,17,3,Technical Degree,Male,1,Research Scientist,Married,2437,Y,Yes,6,4,1,0,0,0
42,Travel_Rarely,Research & Development,12,3,Medical,Male,1,Laboratory Technician,Divorced,2766,Y,No,7,6,5,3,0,4
55,Travel_Rarely,Research & Development,2,3,Medical,Male,5,Research Director,Married,19038,Y,No,34,2,1,0,0,0
33,Non-Travel,Research & Development,4,3,Technical Degree,Male,2,Research Scientist,Divorced,3055,Y,No,11,2,9,8,1,7
41,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,1,Laboratory Technician,Divorced,2289,Y,No,5,2,5,3,0,4
34,Non-Travel,Sales,10,3,Life Sciences,Male,2,Sales Executive,Divorced,4001,Y,Yes,15,3,15,14,0,7
53,Non-Travel,Research & Development,1,4,Medical,Female,4,Manufacturing Director,Married,12965,Y,Yes,27,2,3,2,0,2
43,Travel_Rarely,Human Resources,2,3,Life Sciences,Male,1,Human Resources,Single,3539,Y,No,10,5,9,7,1,8
34,Travel_Rarely,Sales,3,2,Life Sciences,Female,2,Sales Executive,Single,6029,Y,No,6,3,2,2,2,2
21,Travel_Rarely,Sales,7,1,Marketing,Male,1,Sales Representative,Single,2679,Y,No,1,3,1,0,1,0
38,Travel_Rarely,Research & Development,6,2,Other,Female,1,Laboratory Technician,Married,3702,Y,No,5,3,5,4,0,4
22,Travel_Rarely,Research & Development,8,1,Medical,Female,1,Laboratory Technician,Married,2398,Y,Yes,1,6,1,0,0,0
31,Travel_Rarely,Sales,29,4,Marketing,Female,2,Sales Executive,Married,5468,Y,No,13,3,12,7,5,7
51,Travel_Rarely,Research & Development,3,3,Technical Degree,Female,3,Manager,Married,13116,Y,No,15,2,2,2,2,2
37,Travel_Rarely,Sales,9,2,Marketing,Male,2,Sales Executive,Married,4189,Y,No,5,2,5,2,0,3
46,Travel_Rarely,Research & Development,2,4,Medical,Male,5,Research Director,Divorced,19328,Y,Yes,24,3,2,1,2,2
36,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,3,Healthcare Representative,Married,8321,Y,Yes,15,1,12,8,5,7
44,Travel_Frequently,Research & Development,1,2,Medical,Male,1,Research Scientist,Divorced,2342,Y,Yes,6,2,5,3,2,3
37,Travel_Rarely,Human Resources,8,2,Other,Male,2,Human Resources,Divorced,4071,Y,No,19,4,10,0,4,7
35,Travel_Rarely,Sales,27,3,Life Sciences,Male,2,Sales Executive,Single,5813,Y,Yes,10,2,10,7,7,7
33,Travel_Rarely,Research & Development,8,4,Life Sciences,Male,1,Research Scientist,Married,3143,Y,No,14,1,10,8,7,6
28,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Research Scientist,Married,2044,Y,No,5,6,5,3,0,3
39,Travel_Rarely,Research & Development,10,1,Medical,Male,3,Research Director,Single,13464,Y,No,9,3,4,3,2,2
46,Non-Travel,Sales,26,2,Life Sciences,Male,2,Sales Executive,Single,7991,Y,No,6,3,2,2,2,2
40,Travel_Rarely,Research & Development,2,2,Life Sciences,Female,1,Laboratory Technician,Married,3377,Y,No,7,5,4,3,0,2
42,Travel_Rarely,Research & Development,13,3,Medical,Male,2,Healthcare Representative,Married,5538,Y,No,10,2,0,0,0,0
35,Non-Travel,Research & Development,2,2,Medical,Male,2,Manufacturing Director,Divorced,5762,Y,No,15,6,7,7,1,7
38,Non-Travel,Human Resources,2,3,Human Resources,Male,1,Human Resources,Divorced,2592,Y,No,13,3,11,10,3,8
34,Travel_Frequently,Research & Development,9,4,Life Sciences,Male,2,Laboratory Technician,Married,5346,Y,No,11,3,7,1,0,7
37,Travel_Rarely,Research & Development,10,4,Medical,Male,2,Manufacturing Director,Single,4213,Y,No,10,4,10,3,0,8
39,Travel_Frequently,Sales,20,3,Life Sciences,Male,2,Sales Executive,Divorced,4127,Y,No,7,6,2,1,2,2
43,Non-Travel,Research & Development,9,3,Life Sciences,Male,1,Research Scientist,Single,2438,Y,No,7,2,3,2,1,2
41,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,2,Healthcare Representative,Single,6870,Y,No,11,3,3,2,1,2
41,Travel_Rarely,Sales,4,1,Marketing,Female,3,Sales Executive,Divorced,10447,Y,Yes,23,3,22,14,13,5
30,Travel_Rarely,Research & Development,10,3,Medical,Female,3,Manufacturing Director,Single,9667,Y,No,9,3,7,7,0,2
26,Travel_Rarely,Human Resources,20,2,Medical,Female,1,Human Resources,Married,2148,Y,Yes,6,3,5,1,1,4
46,Travel_Rarely,Research & Development,21,2,Medical,Female,2,Healthcare Representative,Married,8926,Y,No,13,2,9,7,3,7
40,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,2,Healthcare Representative,Divorced,6513,Y,No,12,3,5,3,0,3
34,Travel_Rarely,Sales,8,2,Technical Degree,Male,2,Sales Executive,Married,6799,Y,No,10,5,10,8,4,8
58,Non-Travel,Sales,2,3,Medical,Male,4,Manager,Divorced,16291,Y,No,37,0,16,9,14,14
35,Travel_Rarely,Research & Development,23,4,Medical,Male,1,Laboratory Technician,Married,2705,Y,No,6,2,5,4,0,3
47,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,3,Manufacturing Director,Divorced,10333,Y,Yes,28,4,22,11,14,10
40,Travel_Rarely,Research & Development,12,3,Life Sciences,Female,2,Healthcare Representative,Divorced,4448,Y,No,15,3,7,4,7,7
54,Travel_Rarely,Research & Development,7,4,Medical,Female,2,Research Scientist,Married,6854,Y,No,14,2,7,1,1,7
31,Travel_Frequently,Sales,7,4,Marketing,Female,3,Sales Executive,Married,9637,Y,No,9,3,3,2,2,2
28,Travel_Rarely,Research & Development,1,3,Medical,Female,1,Research Scientist,Married,3591,Y,No,3,3,3,2,1,2
38,Travel_Rarely,Sales,2,4,Marketing,Female,2,Sales Representative,Married,5405,Y,Yes,20,4,4,2,0,3
26,Travel_Rarely,Sales,10,3,Medical,Male,2,Sales Executive,Single,4684,Y,No,5,4,5,3,1,2
58,Travel_Frequently,Research & Development,15,4,Life Sciences,Male,4,Research Director,Married,15787,Y,Yes,23,3,2,2,2,2
18,Non-Travel,Research & Development,14,3,Medical,Female,1,Research Scientist,Single,1514,Y,No,0,4,0,0,0,0
31,Travel_Rarely,Human Resources,18,5,Human Resources,Male,1,Human Resources,Married,2956,Y,No,2,4,1,0,0,0
29,Travel_Rarely,Human Resources,13,3,Human Resources,Male,1,Human Resources,Divorced,2335,Y,Yes,4,3,2,2,2,0
45,Non-Travel,Sales,2,4,Life Sciences,Female,2,Sales Executive,Married,5154,Y,No,10,3,8,7,5,7
36,Travel_Rarely,Research & Development,2,4,Other,Female,2,Research Scientist,Married,6962,Y,Yes,15,2,1,0,0,0
43,Travel_Frequently,Sales,2,4,Life Sciences,Male,2,Sales Executive,Married,5675,Y,No,7,5,7,7,7,7
27,Travel_Frequently,Research & Development,5,2,Life Sciences,Female,1,Laboratory Technician,Single,2379,Y,Yes,6,3,5,4,0,2
29,Travel_Frequently,Research & Development,20,1,Medical,Male,1,Laboratory Technician,Married,3812,Y,No,11,3,11,8,3,10
32,Travel_Frequently,Sales,10,4,Marketing,Male,2,Sales Executive,Single,4648,Y,No,4,2,0,0,0,0
42,Non-Travel,Research & Development,10,4,Technical Degree,Male,1,Research Scientist,Married,2936,Y,No,10,1,6,3,3,3
47,Travel_Rarely,Research & Development,9,4,Life Sciences,Female,1,Laboratory Technician,Single,2105,Y,No,7,2,2,2,2,0
46,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,3,Manufacturing Director,Divorced,8578,Y,No,12,4,9,8,4,7
28,Non-Travel,Human Resources,1,2,Life Sciences,Male,1,Human Resources,Divorced,2706,Y,No,3,2,3,2,2,2
29,Travel_Rarely,Research & Development,29,1,Life Sciences,Male,2,Healthcare Representative,Divorced,6384,Y,No,11,3,7,0,1,6
42,Travel_Rarely,Research & Development,8,3,Life Sciences,Male,1,Laboratory Technician,Single,3968,Y,No,8,3,0,0,0,0
32,Travel_Rarely,Sales,2,4,Marketing,Male,2,Sales Executive,Single,9907,Y,Yes,7,3,2,2,2,2
46,Travel_Rarely,Sales,3,3,Technical Degree,Female,4,Sales Executive,Divorced,13225,Y,No,25,5,19,17,2,8
27,Travel_Rarely,Sales,23,1,Medical,Female,2,Sales Representative,Married,3540,Y,No,9,5,9,8,5,8
29,Travel_Rarely,Human Resources,6,1,Medical,Male,1,Human Resources,Married,2804,Y,No,1,3,1,0,0,0
43,Travel_Rarely,Research & Development,6,3,Medical,Female,5,Manager,Married,19392,Y,No,21,2,16,12,6,14
48,Travel_Rarely,Research & Development,10,3,Life Sciences,Male,5,Research Director,Married,19665,Y,No,29,3,22,10,12,9
29,Travel_Frequently,Research & Development,24,2,Life Sciences,Male,1,Research Scientist,Single,2439,Y,Yes,1,3,1,0,1,0
